customer_id,account_id,subscription_type,subscription_amount,subscription_operating_cost,subscription_duration,cancel_validation,cancel_reason
STRM-102914,ACC-102915,tier 1,10,3,647,no,
STRM-102915,ACC-102916,tier 2,7,3,725,no,
STRM-102916,ACC-102917,tier 2,7,3,896,no,
STRM-102917,ACC-102918,tier 3,5,3,680,no,
STRM-102918,ACC-102919,tier 2,7,3,680,no,
STRM-102919,ACC-102920,tier 2,7,3,893,no,
STRM-102920,ACC-102921,tier 2,7,3,700,no,
STRM-102921,ACC-102922,tier 2,7,3,709,no,
STRM-102922,ACC-102923,tier 3,5,3,860,no,
STRM-102923,ACC-102924,tier 1,10,3,639,no,
STRM-102924,ACC-102925,tier 2,7,3,933,no,
STRM-102925,ACC-102926,tier 3,5,3,59,yes,too expensive
STRM-102926,ACC-102927,tier 3,5,3,271,yes,switch to competitor
STRM-102927,ACC-102928,tier 3,5,3,72,yes,too expensive
STRM-102928,ACC-102929,tier 3,5,3,805,no,
STRM-102929,ACC-102930,tier 2,7,3,855,no,
STRM-102930,ACC-102931,tier 2,7,3,631,yes,too expensive
STRM-102931,ACC-102932,tier 2,7,3,872,no,
STRM-102932,ACC-102933,tier 1,10,3,604,no,
STRM-102933,ACC-102934,tier 2,7,3,344,yes,not enough content
STRM-102934,ACC-102935,tier 2,7,3,901,no,
STRM-102935,ACC-102936,tier 1,10,3,666,no,
STRM-102936,ACC-102937,tier 3,5,3,633,no,
STRM-102937,ACC-102938,tier 2,7,3,398,yes,too expensive
STRM-102938,ACC-102939,tier 3,5,3,603,no,
STRM-102939,ACC-102940,tier 1,10,3,703,no,
STRM-102940,ACC-102941,tier 2,7,3,876,no,
STRM-102941,ACC-102942,tier 2,7,3,808,no,
STRM-102942,ACC-102943,tier 2,7,3,872,no,
STRM-102943,ACC-102944,tier 2,7,3,801,no,
STRM-102944,ACC-102945,tier 3,5,3,426,yes,not enough content
STRM-102945,ACC-102946,tier 1,10,3,747,no,
STRM-102946,ACC-102947,tier 2,7,3,723,no,
STRM-102947,ACC-102948,tier 2,7,3,782,no,
STRM-102948,ACC-102949,tier 2,7,3,683,no,
STRM-102949,ACC-102950,tier 3,5,3,631,yes,switch to competitor
STRM-102950,ACC-102951,tier 3,5,3,433,yes,not enough content
STRM-102951,ACC-102952,tier 2,7,3,753,no,
STRM-102952,ACC-102953,tier 2,7,3,635,no,
STRM-102953,ACC-102954,tier 2,7,3,448,yes,not enough content
STRM-102954,ACC-102955,tier 3,5,3,728,no,
STRM-102955,ACC-102956,tier 2,7,3,613,no,
STRM-102956,ACC-102957,tier 2,7,3,749,no,
STRM-102957,ACC-102958,tier 3,5,3,792,no,
STRM-102958,ACC-102959,tier 2,7,3,418,yes,too expensive
STRM-102959,ACC-102960,tier 3,5,3,102,yes,switch to competitor
STRM-102960,ACC-102961,tier 1,10,3,335,yes,not enough content
STRM-102961,ACC-102962,tier 2,7,3,329,yes,too expensive
STRM-102962,ACC-102963,tier 2,7,3,793,no,
STRM-102963,ACC-102964,tier 3,5,3,594,no,
STRM-102964,ACC-102965,tier 3,5,3,667,no,
STRM-102965,ACC-102966,tier 2,7,3,894,no,
STRM-102966,ACC-102967,tier 2,7,3,667,no,
STRM-102967,ACC-102968,tier 2,7,3,603,yes,too expensive
STRM-102968,ACC-102969,tier 3,5,3,934,no,
STRM-102969,ACC-102970,tier 2,7,3,710,no,
STRM-102970,ACC-102971,tier 2,7,3,655,no,
STRM-102971,ACC-102972,tier 1,10,3,611,no,
STRM-102972,ACC-102973,tier 3,5,3,919,no,
STRM-102973,ACC-102974,tier 2,7,3,128,yes,not enough content
STRM-102974,ACC-102975,tier 2,7,3,790,no,
STRM-102975,ACC-102976,tier 1,10,3,701,no,
STRM-102976,ACC-102977,tier 3,5,3,211,yes,too expensive
STRM-102977,ACC-102978,tier 1,10,3,942,no,
STRM-102978,ACC-102979,tier 2,7,3,832,no,
STRM-102979,ACC-102980,tier 3,5,3,782,no,
STRM-102980,ACC-102981,tier 2,7,3,913,no,
STRM-102981,ACC-102982,tier 1,10,3,34,yes,not enough content
STRM-102982,ACC-102983,tier 2,7,3,714,no,
STRM-102983,ACC-102984,tier 3,5,3,762,no,
STRM-102984,ACC-102985,tier 2,7,3,592,no,
STRM-102985,ACC-102986,tier 3,5,3,856,no,
STRM-102986,ACC-102987,tier 1,10,3,611,no,
STRM-102987,ACC-102988,tier 2,7,3,896,no,
STRM-102988,ACC-102989,tier 2,7,3,916,no,
STRM-102989,ACC-102990,tier 3,5,3,92,yes,not enough content
STRM-102990,ACC-102991,tier 1,10,3,556,yes,not enough content
STRM-102991,ACC-102992,tier 3,5,3,410,yes,switch to competitor
STRM-102992,ACC-102993,tier 2,7,3,614,no,
STRM-102993,ACC-102994,tier 2,7,3,883,no,
STRM-102994,ACC-102995,tier 1,10,3,908,no,
STRM-102995,ACC-102996,tier 3,5,3,929,no,
STRM-102996,ACC-102997,tier 1,10,3,683,no,
STRM-102997,ACC-102998,tier 2,7,3,593,no,
STRM-102998,ACC-102999,tier 2,7,3,860,no,
STRM-102999,ACC-103000,tier 3,5,3,820,no,
STRM-103000,ACC-103001,tier 2,7,3,891,no,
STRM-103001,ACC-103002,tier 3,5,3,248,yes,not enough content
STRM-103002,ACC-103003,tier 2,7,3,651,no,
STRM-103003,ACC-103004,tier 2,7,3,736,no,
STRM-103004,ACC-103005,tier 2,7,3,951,no,
STRM-103005,ACC-103006,tier 3,5,3,872,no,
STRM-103006,ACC-103007,tier 3,5,3,924,no,
STRM-103007,ACC-103008,tier 1,10,3,726,no,
STRM-103008,ACC-103009,tier 2,7,3,385,yes,too expensive
STRM-103009,ACC-103010,tier 1,10,3,341,yes,switch to competitor
STRM-103010,ACC-103011,tier 2,7,3,709,no,
STRM-103011,ACC-103012,tier 2,7,3,209,yes,too expensive
STRM-103012,ACC-103013,tier 2,7,3,601,no,
STRM-103013,ACC-103014,tier 2,7,3,748,no,
STRM-103014,ACC-103015,tier 2,7,3,409,yes,switch to competitor
STRM-103015,ACC-103016,tier 2,7,3,792,no,
STRM-103016,ACC-103017,tier 2,7,3,767,no,
STRM-103017,ACC-103018,tier 2,7,3,237,yes,switch to competitor
STRM-103018,ACC-103019,tier 1,10,3,713,no,
STRM-103019,ACC-103020,tier 3,5,3,700,no,
STRM-103020,ACC-103021,tier 2,7,3,857,no,
STRM-103021,ACC-103022,tier 2,7,3,873,no,
STRM-103022,ACC-103023,tier 2,7,3,900,no,
STRM-103023,ACC-103024,tier 2,7,3,806,no,
STRM-103024,ACC-103025,tier 1,10,3,844,no,
STRM-103025,ACC-103026,tier 2,7,3,873,no,
STRM-103026,ACC-103027,tier 3,5,3,892,no,
STRM-103027,ACC-103028,tier 2,7,3,146,yes,switch to competitor
STRM-103028,ACC-103029,tier 2,7,3,945,no,
STRM-103029,ACC-103030,tier 2,7,3,787,no,
STRM-103030,ACC-103031,tier 1,10,3,811,no,
STRM-103031,ACC-103032,tier 2,7,3,344,yes,switch to competitor
STRM-103032,ACC-103033,tier 3,5,3,651,no,
STRM-103033,ACC-103034,tier 1,10,3,335,yes,too expensive
STRM-103034,ACC-103035,tier 2,7,3,879,no,
STRM-103035,ACC-103036,tier 2,7,3,287,yes,not enough content
STRM-103036,ACC-103037,tier 2,7,3,297,yes,too expensive
STRM-103037,ACC-103038,tier 3,5,3,924,no,
STRM-103038,ACC-103039,tier 1,10,3,509,yes,not enough content
STRM-103039,ACC-103040,tier 2,7,3,511,yes,too expensive
STRM-103040,ACC-103041,tier 1,10,3,624,no,
STRM-103041,ACC-103042,tier 3,5,3,214,yes,switch to competitor
STRM-103042,ACC-103043,tier 1,10,3,762,no,
STRM-103043,ACC-103044,tier 2,7,3,850,no,
STRM-103044,ACC-103045,tier 2,7,3,95,yes,switch to competitor
STRM-103045,ACC-103046,tier 2,7,3,879,no,
STRM-103046,ACC-103047,tier 2,7,3,125,yes,not enough content
STRM-103047,ACC-103048,tier 2,7,3,853,no,
STRM-103048,ACC-103049,tier 2,7,3,654,no,
STRM-103049,ACC-103050,tier 2,7,3,787,no,
STRM-103050,ACC-103051,tier 1,10,3,762,no,
STRM-103051,ACC-103052,tier 2,7,3,789,no,
STRM-103052,ACC-103053,tier 2,7,3,810,no,
STRM-103053,ACC-103054,tier 2,7,3,150,yes,not enough content
STRM-103054,ACC-103055,tier 2,7,3,883,no,
STRM-103055,ACC-103056,tier 3,5,3,834,no,
STRM-103056,ACC-103057,tier 2,7,3,913,no,
STRM-103057,ACC-103058,tier 1,10,3,675,no,
STRM-103058,ACC-103059,tier 1,10,3,875,no,
STRM-103059,ACC-103060,tier 3,5,3,873,no,
STRM-103060,ACC-103061,tier 2,7,3,926,no,
STRM-103061,ACC-103062,tier 1,10,3,245,yes,too expensive
STRM-103062,ACC-103063,tier 2,7,3,171,yes,not enough content
STRM-103063,ACC-103064,tier 2,7,3,532,yes,too expensive
STRM-103064,ACC-103065,tier 2,7,3,806,no,
STRM-103065,ACC-103066,tier 2,7,3,920,no,
STRM-103066,ACC-103067,tier 1,10,3,837,no,
STRM-103067,ACC-103068,tier 3,5,3,913,no,
STRM-103068,ACC-103069,tier 2,7,3,846,no,
STRM-103069,ACC-103070,tier 2,7,3,670,no,
STRM-103070,ACC-103071,tier 2,7,3,643,no,
STRM-103071,ACC-103072,tier 2,7,3,753,no,
STRM-103072,ACC-103073,tier 2,7,3,726,no,
STRM-103073,ACC-103074,tier 2,7,3,860,no,
STRM-103074,ACC-103075,tier 2,7,3,849,no,
STRM-103075,ACC-103076,tier 3,5,3,609,no,
STRM-103076,ACC-103077,tier 3,5,3,717,no,
STRM-103077,ACC-103078,tier 1,10,3,825,no,
STRM-103078,ACC-103079,tier 1,10,3,356,yes,not enough content
STRM-103079,ACC-103080,tier 3,5,3,756,no,
STRM-103080,ACC-103081,tier 2,7,3,506,yes,not enough content
STRM-103081,ACC-103082,tier 3,5,3,269,yes,not enough content
STRM-103082,ACC-103083,tier 1,10,3,939,no,
STRM-103083,ACC-103084,tier 2,7,3,799,no,
STRM-103084,ACC-103085,tier 2,7,3,927,no,
STRM-103085,ACC-103086,tier 2,7,3,764,no,
STRM-103086,ACC-103087,tier 2,7,3,324,yes,switch to competitor
STRM-103087,ACC-103088,tier 1,10,3,850,no,
STRM-103088,ACC-103089,tier 2,7,3,865,no,
STRM-103089,ACC-103090,tier 2,7,3,658,no,
STRM-103090,ACC-103091,tier 2,7,3,595,no,
STRM-103091,ACC-103092,tier 3,5,3,921,no,
STRM-103092,ACC-103093,tier 2,7,3,700,no,
STRM-103093,ACC-103094,tier 3,5,3,948,no,
STRM-103094,ACC-103095,tier 1,10,3,811,no,
STRM-103095,ACC-103096,tier 2,7,3,818,no,
STRM-103096,ACC-103097,tier 3,5,3,601,no,
STRM-103097,ACC-103098,tier 1,10,3,732,no,
STRM-103098,ACC-103099,tier 1,10,3,930,no,
STRM-103099,ACC-103100,tier 2,7,3,713,no,
STRM-103100,ACC-103101,tier 1,10,3,672,no,
STRM-103101,ACC-103102,tier 2,7,3,865,no,
STRM-103102,ACC-103103,tier 3,5,3,805,no,
STRM-103103,ACC-103104,tier 2,7,3,677,no,
STRM-103104,ACC-103105,tier 2,7,3,355,yes,switch to competitor
STRM-103105,ACC-103106,tier 2,7,3,183,yes,too expensive
STRM-103106,ACC-103107,tier 2,7,3,634,no,
STRM-103107,ACC-103108,tier 1,10,3,661,no,
STRM-103108,ACC-103109,tier 2,7,3,516,yes,not enough content
STRM-103109,ACC-103110,tier 2,7,3,901,no,
STRM-103110,ACC-103111,tier 2,7,3,838,no,
STRM-103111,ACC-103112,tier 1,10,3,397,yes,too expensive
STRM-103112,ACC-103113,tier 2,7,3,239,yes,not enough content
STRM-103113,ACC-103114,tier 1,10,3,746,no,
STRM-103114,ACC-103115,tier 1,10,3,625,no,
STRM-103115,ACC-103116,tier 3,5,3,472,yes,switch to competitor
STRM-103116,ACC-103117,tier 2,7,3,798,no,
STRM-103117,ACC-103118,tier 1,10,3,677,no,
STRM-103118,ACC-103119,tier 1,10,3,939,no,
STRM-103119,ACC-103120,tier 1,10,3,606,no,
STRM-103120,ACC-103121,tier 2,7,3,514,yes,switch to competitor
STRM-103121,ACC-103122,tier 1,10,3,649,no,
STRM-103122,ACC-103123,tier 1,10,3,799,no,
STRM-103123,ACC-103124,tier 2,7,3,640,no,
STRM-103124,ACC-103125,tier 2,7,3,699,no,
STRM-103125,ACC-103126,tier 2,7,3,407,yes,not enough content
STRM-103126,ACC-103127,tier 2,7,3,602,no,
STRM-103127,ACC-103128,tier 1,10,3,760,no,
STRM-103128,ACC-103129,tier 3,5,3,825,no,
STRM-103129,ACC-103130,tier 3,5,3,407,yes,not enough content
STRM-103130,ACC-103131,tier 3,5,3,50,yes,switch to competitor
STRM-103131,ACC-103132,tier 3,5,3,236,yes,switch to competitor
STRM-103132,ACC-103133,tier 3,5,3,949,no,
STRM-103133,ACC-103134,tier 2,7,3,727,no,
STRM-103134,ACC-103135,tier 1,10,3,598,no,
STRM-103135,ACC-103136,tier 2,7,3,655,no,
STRM-103136,ACC-103137,tier 2,7,3,723,no,
STRM-103137,ACC-103138,tier 2,7,3,647,no,
STRM-103138,ACC-103139,tier 2,7,3,853,no,
STRM-103139,ACC-103140,tier 1,10,3,396,yes,too expensive
STRM-103140,ACC-103141,tier 2,7,3,840,no,
STRM-103141,ACC-103142,tier 3,5,3,589,no,
STRM-103142,ACC-103143,tier 2,7,3,883,no,
STRM-103143,ACC-103144,tier 2,7,3,700,no,
STRM-103144,ACC-103145,tier 2,7,3,392,yes,switch to competitor
STRM-103145,ACC-103146,tier 2,7,3,712,no,
STRM-103146,ACC-103147,tier 3,5,3,921,no,
STRM-103147,ACC-103148,tier 2,7,3,749,no,
STRM-103148,ACC-103149,tier 3,5,3,942,no,
STRM-103149,ACC-103150,tier 2,7,3,854,no,
STRM-103150,ACC-103151,tier 2,7,3,820,no,
STRM-103151,ACC-103152,tier 1,10,3,743,no,
STRM-103152,ACC-103153,tier 2,7,3,879,no,
STRM-103153,ACC-103154,tier 2,7,3,924,no,
STRM-103154,ACC-103155,tier 2,7,3,614,no,
STRM-103155,ACC-103156,tier 2,7,3,884,no,
STRM-103156,ACC-103157,tier 3,5,3,845,no,
STRM-103157,ACC-103158,tier 1,10,3,845,no,
STRM-103158,ACC-103159,tier 3,5,3,613,no,
STRM-103159,ACC-103160,tier 2,7,3,920,no,
STRM-103160,ACC-103161,tier 2,7,3,410,yes,not enough content
STRM-103161,ACC-103162,tier 1,10,3,746,no,
STRM-103162,ACC-103163,tier 2,7,3,752,no,
STRM-103163,ACC-103164,tier 2,7,3,724,no,
STRM-103164,ACC-103165,tier 1,10,3,416,yes,too expensive
STRM-103165,ACC-103166,tier 2,7,3,648,no,
STRM-103166,ACC-103167,tier 3,5,3,647,no,
STRM-103167,ACC-103168,tier 1,10,3,55,yes,not enough content
STRM-103168,ACC-103169,tier 3,5,3,811,no,
STRM-103169,ACC-103170,tier 2,7,3,645,no,
STRM-103170,ACC-103171,tier 2,7,3,705,no,
STRM-103171,ACC-103172,tier 2,7,3,782,no,
STRM-103172,ACC-103173,tier 1,10,3,690,no,
STRM-103173,ACC-103174,tier 1,10,3,310,yes,too expensive
STRM-103174,ACC-103175,tier 1,10,3,565,yes,not enough content
STRM-103175,ACC-103176,tier 1,10,3,545,yes,switch to competitor
STRM-103176,ACC-103177,tier 2,7,3,819,no,
STRM-103177,ACC-103178,tier 3,5,3,157,yes,not enough content
STRM-103178,ACC-103179,tier 3,5,3,603,no,
STRM-103179,ACC-103180,tier 2,7,3,718,no,
STRM-103180,ACC-103181,tier 1,10,3,805,no,
STRM-103181,ACC-103182,tier 2,7,3,398,yes,too expensive
STRM-103182,ACC-103183,tier 2,7,3,485,yes,not enough content
STRM-103183,ACC-103184,tier 1,10,3,824,no,
STRM-103184,ACC-103185,tier 2,7,3,18,yes,too expensive
STRM-103185,ACC-103186,tier 2,7,3,480,yes,not enough content
STRM-103186,ACC-103187,tier 2,7,3,664,no,
STRM-103187,ACC-103188,tier 2,7,3,409,yes,switch to competitor
STRM-103188,ACC-103189,tier 3,5,3,756,no,
STRM-103189,ACC-103190,tier 3,5,3,70,yes,switch to competitor
STRM-103190,ACC-103191,tier 2,7,3,899,no,
STRM-103191,ACC-103192,tier 3,5,3,681,yes,not enough content
STRM-103192,ACC-103193,tier 3,5,3,616,no,
STRM-103193,ACC-103194,tier 2,7,3,635,no,
STRM-103194,ACC-103195,tier 2,7,3,836,no,
STRM-103195,ACC-103196,tier 2,7,3,170,yes,not enough content
STRM-103196,ACC-103197,tier 3,5,3,842,no,
STRM-103197,ACC-103198,tier 3,5,3,639,no,
STRM-103198,ACC-103199,tier 1,10,3,291,yes,not enough content
STRM-103199,ACC-103200,tier 2,7,3,241,yes,too expensive
STRM-103200,ACC-103201,tier 2,7,3,240,yes,not enough content
STRM-103201,ACC-103202,tier 2,7,3,832,no,
STRM-103202,ACC-103203,tier 1,10,3,845,no,
STRM-103203,ACC-103204,tier 3,5,3,727,no,
STRM-103204,ACC-103205,tier 2,7,3,225,yes,not enough content
STRM-103205,ACC-103206,tier 3,5,3,686,no,
STRM-103206,ACC-103207,tier 3,5,3,639,no,
STRM-103207,ACC-103208,tier 2,7,3,881,no,
STRM-103208,ACC-103209,tier 2,7,3,748,no,
STRM-103209,ACC-103210,tier 2,7,3,814,no,
STRM-103210,ACC-103211,tier 1,10,3,39,yes,too expensive
STRM-103211,ACC-103212,tier 2,7,3,597,no,
STRM-103212,ACC-103213,tier 1,10,3,778,no,
STRM-103213,ACC-103214,tier 2,7,3,106,yes,switch to competitor
STRM-103214,ACC-103215,tier 1,10,3,837,no,
STRM-103215,ACC-103216,tier 1,10,3,868,no,
STRM-103216,ACC-103217,tier 1,10,3,759,no,
STRM-103217,ACC-103218,tier 1,10,3,873,no,
STRM-103218,ACC-103219,tier 2,7,3,914,no,
STRM-103219,ACC-103220,tier 2,7,3,804,no,
STRM-103220,ACC-103221,tier 2,7,3,837,no,
STRM-103221,ACC-103222,tier 1,10,3,907,no,
STRM-103222,ACC-103223,tier 1,10,3,674,no,
STRM-103223,ACC-103224,tier 1,10,3,215,yes,not enough content
STRM-103224,ACC-103225,tier 1,10,3,903,no,
STRM-103225,ACC-103226,tier 3,5,3,718,no,
STRM-103226,ACC-103227,tier 1,10,3,266,yes,not enough content
STRM-103227,ACC-103228,tier 2,7,3,815,no,
STRM-103228,ACC-103229,tier 1,10,3,885,no,
STRM-103229,ACC-103230,tier 1,10,3,391,yes,switch to competitor
STRM-103230,ACC-103231,tier 2,7,3,829,no,
STRM-103231,ACC-103232,tier 2,7,3,627,no,
STRM-103232,ACC-103233,tier 1,10,3,885,no,
STRM-103233,ACC-103234,tier 1,10,3,752,no,
STRM-103234,ACC-103235,tier 2,7,3,688,no,
STRM-103235,ACC-103236,tier 1,10,3,826,no,
STRM-103236,ACC-103237,tier 1,10,3,699,no,
STRM-103237,ACC-103238,tier 3,5,3,320,yes,switch to competitor
STRM-103238,ACC-103239,tier 2,7,3,762,no,
STRM-103239,ACC-103240,tier 2,7,3,235,yes,too expensive
STRM-103240,ACC-103241,tier 2,7,3,158,yes,not enough content
STRM-103241,ACC-103242,tier 2,7,3,829,no,
STRM-103242,ACC-103243,tier 2,7,3,705,no,
STRM-103243,ACC-103244,tier 2,7,3,717,no,
STRM-103244,ACC-103245,tier 2,7,3,317,yes,not enough content
STRM-103245,ACC-103246,tier 1,10,3,492,yes,too expensive
STRM-103246,ACC-103247,tier 2,7,3,804,no,
STRM-103247,ACC-103248,tier 2,7,3,709,no,
STRM-103248,ACC-103249,tier 3,5,3,695,no,
STRM-103249,ACC-103250,tier 2,7,3,590,no,
STRM-103250,ACC-103251,tier 2,7,3,843,no,
STRM-103251,ACC-103252,tier 1,10,3,748,no,
STRM-103252,ACC-103253,tier 2,7,3,636,no,
STRM-103253,ACC-103254,tier 1,10,3,690,no,
STRM-103254,ACC-103255,tier 2,7,3,691,no,
STRM-103255,ACC-103256,tier 1,10,3,761,no,
STRM-103256,ACC-103257,tier 2,7,3,216,yes,switch to competitor
STRM-103257,ACC-103258,tier 1,10,3,753,no,
STRM-103258,ACC-103259,tier 2,7,3,886,no,
STRM-103259,ACC-103260,tier 3,5,3,877,no,
STRM-103260,ACC-103261,tier 1,10,3,182,yes,too expensive
STRM-103261,ACC-103262,tier 2,7,3,239,yes,switch to competitor
STRM-103262,ACC-103263,tier 2,7,3,702,no,
STRM-103263,ACC-103264,tier 1,10,3,779,no,
STRM-103264,ACC-103265,tier 3,5,3,659,no,
STRM-103265,ACC-103266,tier 1,10,3,875,no,
STRM-103266,ACC-103267,tier 2,7,3,266,yes,too expensive
STRM-103267,ACC-103268,tier 2,7,3,707,no,
STRM-103268,ACC-103269,tier 2,7,3,747,no,
STRM-103269,ACC-103270,tier 2,7,3,823,no,
STRM-103270,ACC-103271,tier 2,7,3,269,yes,switch to competitor
STRM-103271,ACC-103272,tier 1,10,3,597,no,
STRM-103272,ACC-103273,tier 2,7,3,750,no,
STRM-103273,ACC-103274,tier 2,7,3,830,no,
STRM-103274,ACC-103275,tier 3,5,3,73,yes,too expensive
STRM-103275,ACC-103276,tier 3,5,3,876,no,
STRM-103276,ACC-103277,tier 3,5,3,894,no,
STRM-103277,ACC-103278,tier 2,7,3,653,no,
STRM-103278,ACC-103279,tier 2,7,3,830,no,
STRM-103279,ACC-103280,tier 3,5,3,648,no,
STRM-103280,ACC-103281,tier 2,7,3,912,no,
STRM-103281,ACC-103282,tier 1,10,3,735,no,
STRM-103282,ACC-103283,tier 3,5,3,953,no,
STRM-103283,ACC-103284,tier 3,5,3,767,no,
STRM-103284,ACC-103285,tier 2,7,3,353,yes,switch to competitor
STRM-103285,ACC-103286,tier 1,10,3,644,yes,switch to competitor
STRM-103286,ACC-103287,tier 2,7,3,517,yes,switch to competitor
STRM-103287,ACC-103288,tier 3,5,3,805,no,
STRM-103288,ACC-103289,tier 3,5,3,809,no,
STRM-103289,ACC-103290,tier 1,10,3,401,yes,switch to competitor
STRM-103290,ACC-103291,tier 1,10,3,840,no,
STRM-103291,ACC-103292,tier 3,5,3,614,no,
STRM-103292,ACC-103293,tier 2,7,3,694,no,
STRM-103293,ACC-103294,tier 2,7,3,331,yes,switch to competitor
STRM-103294,ACC-103295,tier 3,5,3,831,no,
STRM-103295,ACC-103296,tier 1,10,3,924,no,
STRM-103296,ACC-103297,tier 2,7,3,725,no,
STRM-103297,ACC-103298,tier 1,10,3,784,no,
STRM-103298,ACC-103299,tier 2,7,3,708,no,
STRM-103299,ACC-103300,tier 3,5,3,623,yes,not enough content
STRM-103300,ACC-103301,tier 2,7,3,754,no,
STRM-103301,ACC-103302,tier 3,5,3,825,no,
STRM-103302,ACC-103303,tier 2,7,3,346,yes,switch to competitor
STRM-103303,ACC-103304,tier 2,7,3,592,no,
STRM-103304,ACC-103305,tier 1,10,3,440,yes,not enough content
STRM-103305,ACC-103306,tier 2,7,3,879,no,
STRM-103306,ACC-103307,tier 2,7,3,645,no,
STRM-103307,ACC-103308,tier 1,10,3,862,no,
STRM-103308,ACC-103309,tier 2,7,3,396,yes,switch to competitor
STRM-103309,ACC-103310,tier 2,7,3,483,yes,not enough content
STRM-103310,ACC-103311,tier 2,7,3,784,no,
STRM-103311,ACC-103312,tier 2,7,3,530,yes,not enough content
STRM-103312,ACC-103313,tier 2,7,3,934,no,
STRM-103313,ACC-103314,tier 1,10,3,721,no,
STRM-103314,ACC-103315,tier 1,10,3,653,no,
STRM-103315,ACC-103316,tier 2,7,3,493,yes,too expensive
STRM-103316,ACC-103317,tier 2,7,3,652,no,
STRM-103317,ACC-103318,tier 1,10,3,699,yes,switch to competitor
STRM-103318,ACC-103319,tier 3,5,3,819,no,
STRM-103319,ACC-103320,tier 3,5,3,724,no,
STRM-103320,ACC-103321,tier 2,7,3,295,yes,too expensive
STRM-103321,ACC-103322,tier 1,10,3,474,yes,too expensive
STRM-103322,ACC-103323,tier 3,5,3,657,no,
STRM-103323,ACC-103324,tier 2,7,3,413,yes,switch to competitor
STRM-103324,ACC-103325,tier 3,5,3,675,no,
STRM-103325,ACC-103326,tier 3,5,3,786,no,
STRM-103326,ACC-103327,tier 3,5,3,279,yes,too expensive
STRM-103327,ACC-103328,tier 2,7,3,823,no,
STRM-103328,ACC-103329,tier 1,10,3,871,no,
STRM-103329,ACC-103330,tier 2,7,3,600,no,
STRM-103330,ACC-103331,tier 2,7,3,18,yes,switch to competitor
STRM-103331,ACC-103332,tier 2,7,3,131,yes,too expensive
STRM-103332,ACC-103333,tier 1,10,3,474,yes,switch to competitor
STRM-103333,ACC-103334,tier 1,10,3,612,no,
STRM-103334,ACC-103335,tier 3,5,3,907,no,
STRM-103335,ACC-103336,tier 2,7,3,602,yes,switch to competitor
STRM-103336,ACC-103337,tier 3,5,3,880,no,
STRM-103337,ACC-103338,tier 3,5,3,631,no,
STRM-103338,ACC-103339,tier 2,7,3,733,no,
STRM-103339,ACC-103340,tier 2,7,3,869,no,
STRM-103340,ACC-103341,tier 3,5,3,83,yes,switch to competitor
STRM-103341,ACC-103342,tier 2,7,3,720,no,
STRM-103342,ACC-103343,tier 2,7,3,933,no,
STRM-103343,ACC-103344,tier 1,10,3,773,no,
STRM-103344,ACC-103345,tier 2,7,3,781,no,
STRM-103345,ACC-103346,tier 2,7,3,911,no,
STRM-103346,ACC-103347,tier 2,7,3,885,no,
STRM-103347,ACC-103348,tier 1,10,3,411,yes,not enough content
STRM-103348,ACC-103349,tier 2,7,3,315,yes,too expensive
STRM-103349,ACC-103350,tier 1,10,3,801,no,
STRM-103350,ACC-103351,tier 1,10,3,876,no,
STRM-103351,ACC-103352,tier 2,7,3,768,no,
STRM-103352,ACC-103353,tier 3,5,3,943,no,
STRM-103353,ACC-103354,tier 2,7,3,590,no,
STRM-103354,ACC-103355,tier 1,10,3,896,no,
STRM-103355,ACC-103356,tier 1,10,3,891,no,
STRM-103356,ACC-103357,tier 2,7,3,929,no,
STRM-103357,ACC-103358,tier 2,7,3,590,no,
STRM-103358,ACC-103359,tier 3,5,3,618,no,
STRM-103359,ACC-103360,tier 2,7,3,739,no,
STRM-103360,ACC-103361,tier 3,5,3,928,no,
STRM-103361,ACC-103362,tier 2,7,3,710,no,
STRM-103362,ACC-103363,tier 2,7,3,900,no,
STRM-103363,ACC-103364,tier 2,7,3,783,no,
STRM-103364,ACC-103365,tier 3,5,3,946,no,
STRM-103365,ACC-103366,tier 2,7,3,605,no,
STRM-103366,ACC-103367,tier 2,7,3,463,yes,not enough content
STRM-103367,ACC-103368,tier 2,7,3,833,no,
STRM-103368,ACC-103369,tier 1,10,3,684,no,
STRM-103369,ACC-103370,tier 2,7,3,309,yes,too expensive
STRM-103370,ACC-103371,tier 1,10,3,891,no,
STRM-103371,ACC-103372,tier 2,7,3,896,no,
STRM-103372,ACC-103373,tier 2,7,3,889,no,
STRM-103373,ACC-103374,tier 2,7,3,827,no,
STRM-103374,ACC-103375,tier 3,5,3,707,yes,too expensive
STRM-103375,ACC-103376,tier 3,5,3,589,yes,too expensive
STRM-103376,ACC-103377,tier 3,5,3,29,yes,not enough content
STRM-103377,ACC-103378,tier 1,10,3,849,no,
